Row,Column,Well,Set,Plate,Wavelength,A562,Input,RandN,Fraction
A,7,A7,2,2A,562,1.266,Un,128,Z
B,7,B7,2,2A,562,0.87,Un,129,Z
C,7,C7,2,2A,562,0.98,Un,130,Z
D,7,D7,2,2A,562,0.8,Un,131,Z
E,7,E7,2,2A,562,0.876,Un,132,Z
F,7,F7,2,2A,562,0.804,Un,133,Z
G,7,G7,2,2A,562,1.197,Un,134,Z
H,7,H7,2,2A,562,0.734,Un,135,Z
A,8,A8,2,2A,562,0.804,Un,136,Z
B,8,B8,2,2A,562,0.894,Un,137,Z
C,8,C8,2,2A,562,0.789,Un,138,Z
D,8,D8,2,2A,562,0.791,Un,139,Z
E,8,E8,2,2A,562,0.608,Un,140,Z
F,8,F8,2,2A,562,0.779,Un,141,Z
G,8,G8,2,2A,562,0.698,Un,142,Z
H,8,H8,2,2A,562,0.516,Un,143,Z
A,9,A9,2,2A,562,0.719,Un,144,Z
B,9,B9,2,2A,562,0.81,Un,145,Z
C,9,C9,2,2A,562,0.866,Un,146,Z
D,9,D9,2,2A,562,0.714,Un,147,Z
E,9,E9,2,2A,562,0.872,Un,148,Z
F,9,F9,2,2A,562,0.708,Un,149,Z
G,9,G9,2,2A,562,0.905,Un,150,Z
H,9,H9,2,2A,562,1.009,Un,151,Z
A,10,A10,2,2A,562,0.759,Un,152,Z
B,10,B10,2,2A,562,1.067,Un,153,Z
C,10,C10,2,2A,562,0.784,Un,154,Z
D,10,D10,2,2A,562,0.744,Un,155,Z
E,10,E10,2,2A,562,0.616,Un,156,Z
F,10,F10,2,2A,562,0.828,Un,157,Z
G,10,G10,2,2A,562,0.871,Un,158,Z
H,10,H10,2,2A,562,0.776,Un,159,Z
A,11,A11,2,2A,562,0.69,Un,160,Z
B,11,B11,2,2A,562,0.926,Un,161,Z
C,11,C11,2,2A,562,0.729,Un,162,Z
D,11,D11,2,2A,562,1.052,Un,163,Z
E,11,E11,2,2A,562,0.805,Un,164,Z
F,11,F11,2,2A,562,0.954,Un,165,Z
G,11,G11,2,2A,562,0.948,Un,166,Z
H,11,H11,2,2A,562,0.852,Un,167,Z
A,1,A1,2,2B,562,2.396,Standard,St_A,Z
B,1,B1,2,2B,562,1.735,Standard,St_B,Z
C,1,C1,2,2B,562,1.325,Standard,St_C,Z
D,1,D1,2,2B,562,0.985,Standard,St_D,Z
E,1,E1,2,2B,562,0.743,Standard,St_E,Z
F,1,F1,2,2B,562,0.455,Standard,St_F,Z
G,1,G1,2,2B,562,0.258,Standard,St_G,Z
H,1,H1,2,2B,562,0.155,Standard,St_H,Z
A,2,A2,2,2B,562,0.089,Standard,St_I,Z
B,2,B2,2,2B,562,0.933,Un,85,Z
C,2,C2,2,2B,562,0.516,Un,86,Z
D,2,D2,2,2B,562,0.637,Un,87,Z
E,2,E2,2,2B,562,0.432,Un,88,Z
F,2,F2,2,2B,562,0.429,Un,89,Z
G,2,G2,2,2B,562,0.953,Un,90,Z
H,2,H2,2,2B,562,0.445,Un,91,Z
A,3,A3,2,2B,562,0.749,Un,92,Z
B,3,B3,2,2B,562,0.782,Un,93,Z
C,3,C3,2,2B,562,0.61,Un,94,Z
D,3,D3,2,2B,562,0.543,Un,96,Z
E,3,E3,2,2B,562,0.719,Un,98,Z
F,3,F3,2,2B,562,0.751,Un,99,Z
G,3,G3,2,2B,562,0.793,Un,100,Z
H,3,H3,2,2B,562,0.785,Un,101,Z
A,4,A4,2,2B,562,0.955,Un,102,Z
B,4,B4,2,2B,562,0.784,Un,103,Z
C,4,C4,2,2B,562,0.576,Un,104,Z
D,4,D4,2,2B,562,0.447,Un,105,Z
E,4,E4,2,2B,562,1.075,Un,106,Z
F,4,F4,2,2B,562,0.928,Un,107,Z
G,4,G4,2,2B,562,0.602,Un,108,Z
H,4,H4,2,2B,562,0.651,Un,109,Z
A,5,A5,2,2B,562,0.915,Un,110,Z
B,5,B5,2,2B,562,0.304,Un,111,Z
C,5,C5,2,2B,562,0.552,Un,112,Z
D,5,D5,2,2B,562,0.776,Un,113,Z
E,5,E5,2,2B,562,0.5,Un,114,Z
F,5,F5,2,2B,562,0.515,Un,116,Z
G,5,G5,2,2B,562,0.736,Un,117,Z
H,5,H5,2,2B,562,0.243,Un,119,Z
A,6,A6,2,2B,562,0.453,Un,120,Z
B,6,B6,2,2B,562,1.274,Un,121,Z
C,6,C6,2,2B,562,1.161,Un,122,Z
D,6,D6,2,2B,562,1.166,Un,123,Z
E,6,E6,2,2B,562,1.126,Un,124,Z
F,6,F6,2,2B,562,0.738,Un,125,Z
G,6,G6,2,2B,562,0.821,Un,126,Z
H,6,H6,2,2B,562,0.846,Un,127,Z
A,7,A7,2,2B,562,1.114,Un,128,Z
B,7,B7,2,2B,562,0.85,Un,129,Z
C,7,C7,2,2B,562,1.001,Un,130,Z
D,7,D7,2,2B,562,0.785,Un,131,Z
E,7,E7,2,2B,562,0.772,Un,132,Z
F,7,F7,2,2B,562,0.744,Un,133,Z
G,7,G7,2,2B,562,1.182,Un,134,Z
H,7,H7,2,2B,562,0.614,Un,135,Z
A,8,A8,2,2B,562,0.784,Un,136,Z
B,8,B8,2,2B,562,0.794,Un,137,Z
C,8,C8,2,2B,562,0.781,Un,138,Z
D,8,D8,2,2B,562,0.661,Un,139,Z
E,8,E8,2,2B,562,0.586,Un,140,Z
F,8,F8,2,2B,562,0.715,Un,141,Z
G,8,G8,2,2B,562,0.74,Un,142,Z
H,8,H8,2,2B,562,0.591,Un,143,Z
A,9,A9,2,2B,562,0.964,Un,144,Z
B,9,B9,2,2B,562,0.759,Un,145,Z
C,9,C9,2,2B,562,0.779,Un,146,Z
D,9,D9,2,2B,562,0.701,Un,147,Z
E,9,E9,2,2B,562,0.926,Un,148,Z
F,9,F9,2,2B,562,0.659,Un,149,Z
G,9,G9,2,2B,562,0.926,Un,150,Z
H,9,H9,2,2B,562,1.111,Un,151,Z
A,10,A10,2,2B,562,0.771,Un,152,Z
B,10,B10,2,2B,562,1.021,Un,153,Z
C,10,C10,2,2B,562,0.829,Un,154,Z
D,10,D10,2,2B,562,0.868,Un,155,Z
E,10,E10,2,2B,562,0.736,Un,156,Z
F,10,F10,2,2B,562,0.865,Un,157,Z
G,10,G10,2,2B,562,0.981,Un,158,Z
H,10,H10,2,2B,562,0.789,Un,159,Z
A,11,A11,2,2B,562,0.705,Un,160,Z
B,11,B11,2,2B,562,0.96,Un,161,Z
C,11,C11,2,2B,562,0.77,Un,162,Z
D,11,D11,2,2B,562,1.034,Un,163,Z
E,11,E11,2,2B,562,0.856,Un,164,Z
F,11,F11,2,2B,562,0.908,Un,165,Z
G,11,G11,2,2B,562,1.005,Un,166,Z
H,11,H11,2,2B,562,0.833,Un,167,Z
A,1,A1,2,2C,562,2.379,Standard,St_A,Z
B,1,B1,2,2C,562,1.662,Standard,St_B,Z
C,1,C1,2,2C,562,1.293,Standard,St_C,Z
D,1,D1,2,2C,562,0.998,Standard,St_D,Z
E,1,E1,2,2C,562,0.748,Standard,St_E,Z
F,1,F1,2,2C,562,0.45,Standard,St_F,Z
G,1,G1,2,2C,562,0.245,Standard,St_G,Z
H,1,H1,2,2C,562,0.129,Standard,St_H,Z
A,2,A2,2,2C,562,0.09,Standard,St_I,Z
B,2,B2,2,2C,562,0.875,Un,85,Z
C,2,C2,2,2C,562,0.533,Un,86,Z
D,2,D2,2,2C,562,0.606,Un,87,Z
E,2,E2,2,2C,562,0.449,Un,88,Z
F,2,F2,2,2C,562,0.436,Un,89,Z
G,2,G2,2,2C,562,0.844,Un,90,Z
H,2,H2,2,2C,562,0.432,Un,91,Z
A,3,A3,2,2C,562,0.788,Un,92,Z
B,3,B3,2,2C,562,0.706,Un,93,Z
C,3,C3,2,2C,562,0.581,Un,94,Z
D,3,D3,2,2C,562,0.462,Un,96,Z
E,3,E3,2,2C,562,0.652,Un,98,Z
F,3,F3,2,2C,562,0.667,Un,99,Z
G,3,G3,2,2C,562,0.777,Un,100,Z
H,3,H3,2,2C,562,0.754,Un,101,Z
A,4,A4,2,2C,562,0.989,Un,102,Z
B,4,B4,2,2C,562,0.714,Un,103,Z
C,4,C4,2,2C,562,0.536,Un,104,Z
D,4,D4,2,2C,562,0.395,Un,105,Z
E,4,E4,2,2C,562,1.048,Un,106,Z
F,4,F4,2,2C,562,0.93,Un,107,Z
G,4,G4,2,2C,562,0.542,Un,108,Z
H,4,H4,2,2C,562,0.646,Un,109,Z
A,5,A5,2,2C,562,0.948,Un,110,Z
B,5,B5,2,2C,562,0.329,Un,111,Z
C,5,C5,2,2C,562,0.481,Un,112,Z
D,5,D5,2,2C,562,0.807,Un,113,Z
E,5,E5,2,2C,562,0.505,Un,114,Z
F,5,F5,2,2C,562,0.461,Un,116,Z
G,5,G5,2,2C,562,0.683,Un,117,Z
H,5,H5,2,2C,562,0.208,Un,119,Z
A,6,A6,2,2C,562,0.428,Un,120,Z
B,6,B6,2,2C,562,1.435,Un,121,Z
C,6,C6,2,2C,562,1.206,Un,122,Z
D,6,D6,2,2C,562,1.097,Un,123,Z
E,6,E6,2,2C,562,1.114,Un,124,Z
F,6,F6,2,2C,562,0.874,Un,125,Z
G,6,G6,2,2C,562,0.922,Un,126,Z
H,6,H6,2,2C,562,0.835,Un,127,Z
A,7,A7,2,2C,562,0.945,Un,128,Z
B,7,B7,2,2C,562,0.967,Un,129,Z
C,7,C7,2,2C,562,1.058,Un,130,Z
D,7,D7,2,2C,562,0.878,Un,131,Z
E,7,E7,2,2C,562,0.892,Un,132,Z
F,7,F7,2,2C,562,0.746,Un,133,Z
G,7,G7,2,2C,562,1.187,Un,134,Z
H,7,H7,2,2C,562,0.717,Un,135,Z
A,8,A8,2,2C,562,0.819,Un,136,Z
B,8,B8,2,2C,562,0.837,Un,137,Z
C,8,C8,2,2C,562,0.776,Un,138,Z
D,8,D8,2,2C,562,0.785,Un,139,Z
E,8,E8,2,2C,562,0.664,Un,140,Z
F,8,F8,2,2C,562,0.792,Un,141,Z
G,8,G8,2,2C,562,0.774,Un,142,Z
H,8,H8,2,2C,562,0.651,Un,143,Z
A,9,A9,2,2C,562,0.943,Un,144,Z
B,9,B9,2,2C,562,0.782,Un,145,Z
C,9,C9,2,2C,562,1.225,Un,146,Z
D,9,D9,2,2C,562,0.789,Un,147,Z
E,9,E9,2,2C,562,1.03,Un,148,Z
F,9,F9,2,2C,562,0.703,Un,149,Z
G,9,G9,2,2C,562,1.152,Un,150,Z
H,9,H9,2,2C,562,1.039,Un,151,Z
A,10,A10,2,2C,562,0.751,Un,152,Z
B,10,B10,2,2C,562,1.06,Un,153,Z
C,10,C10,2,2C,562,0.818,Un,154,Z
D,10,D10,2,2C,562,0.845,Un,155,Z
E,10,E10,2,2C,562,0.753,Un,156,Z
F,10,F10,2,2C,562,0.942,Un,157,Z
G,10,G10,2,2C,562,1.033,Un,158,Z
H,10,H10,2,2C,562,0.731,Un,159,Z
A,11,A11,2,2C,562,0.679,Un,160,Z
B,11,B11,2,2C,562,0.906,Un,161,Z
C,11,C11,2,2C,562,0.761,Un,162,Z
D,11,D11,2,2C,562,1.049,Un,163,Z
E,11,E11,2,2C,562,0.761,Un,164,Z
F,11,F11,2,2C,562,0.889,Un,165,Z
G,11,G11,2,2C,562,0.821,Un,166,Z
H,11,H11,2,2C,562,0.825,Un,167,Z
A,1,A1,3,3A,562,1.944,Standard,St_A,Z
B,1,B1,3,3A,562,1.384,Standard,St_B,Z
C,1,C1,3,3A,562,1.078,Standard,St_C,Z
D,1,D1,3,3A,562,1.017,Standard,St_D,Z
E,1,E1,3,3A,562,0.732,Standard,St_E,Z
F,1,F1,3,3A,562,0.42,Standard,St_F,Z
G,1,G1,3,3A,562,0.251,Standard,St_G,Z
H,1,H1,3,3A,562,0.126,Standard,St_H,Z
A,2,A2,3,3A,562,0.09,Standard,St_I,Z
B,2,B2,3,3A,562,0.968,Un,168,Z
C,2,C2,3,3A,562,0.914,Un,169,Z
D,2,D2,3,3A,562,0.972,Un,170,Z
E,2,E2,3,3A,562,0.757,Un,171,Z
F,2,F2,3,3A,562,0.87,Un,172,Z
G,2,G2,3,3A,562,0.674,Un,173,Z
H,2,H2,3,3A,562,0.848,Un,174,Z
A,3,A3,3,3A,562,0.68,Un,175,Z
B,3,B3,3,3A,562,0.837,Un,176,Z
C,3,C3,3,3A,562,0.927,Un,177,Z
D,3,D3,3,3A,562,0.702,Un,178,Z
E,3,E3,3,3A,562,0.726,Un,179,Z
F,3,F3,3,3A,562,0.818,Un,180,Z
G,3,G3,3,3A,562,0.664,Un,181,Z
H,3,H3,3,3A,562,0.94,Un,182,Z
A,4,A4,3,3A,562,1.035,Un,183,Z
B,4,B4,3,3A,562,0.785,Un,184,Z
C,4,C4,3,3A,562,0.994,Un,185,Z
D,4,D4,3,3A,562,0.861,Un,186,Z
E,4,E4,3,3A,562,0.778,Un,187,Z
F,4,F4,3,3A,562,1.033,Un,188,Z
G,4,G4,3,3A,562,1.067,Un,189,Z
H,4,H4,3,3A,562,0.86,Un,190,Z
A,5,A5,3,3A,562,0.921,Un,191,Z
B,5,B5,3,3A,562,1.083,Un,192,Z
C,5,C5,3,3A,562,0.595,Un,193,Z
D,5,D5,3,3A,562,0.655,Un,194,Z
E,5,E5,3,3A,562,0.71,Un,195,Z
F,5,F5,3,3A,562,0.845,Un,196,Z
G,5,G5,3,3A,562,0.871,Un,197,Z
H,5,H5,3,3A,562,0.625,Un,198,Z
A,6,A6,3,3A,562,0.963,Un,199,Z
B,6,B6,3,3A,562,0.941,Un,200,Z
C,6,C6,3,3A,562,1.328,Un,201,Z
D,6,D6,3,3A,562,0.878,Un,202,Z
E,6,E6,3,3A,562,1.083,Un,203,Z
F,6,F6,3,3A,562,1.525,Un,204,Z
G,6,G6,3,3A,562,1.088,Un,205,Z
H,6,H6,3,3A,562,0.938,Un,206,Z
A,7,A7,3,3A,562,1.282,Un,207,Z
B,7,B7,3,3A,562,1.113,Un,208,Z
C,7,C7,3,3A,562,0.886,Un,209,Z
D,7,D7,3,3A,562,1.115,Un,210,Z
E,7,E7,3,3A,562,0.737,Un,211,Z
F,7,F7,3,3A,562,0.937,Un,212,Z
G,7,G7,3,3A,562,1.167,Un,213,Z
H,7,H7,3,3A,562,0.896,Un,214,Z
A,8,A8,3,3A,562,0.612,Un,215,Z
B,8,B8,3,3A,562,0.933,Un,216,Z
C,8,C8,3,3A,562,1.243,Un,217,Z
D,8,D8,3,3A,562,0.446,Un,218,Z
E,8,E8,3,3A,562,0.893,Un,219,Z
F,8,F8,3,3A,562,0.851,Un,220,Z
G,8,G8,3,3A,562,0.852,Un,221,Z
H,8,H8,3,3A,562,0.958,Un,222,Z
A,9,A9,3,3A,562,0.974,Un,223,Z
B,9,B9,3,3A,562,1.33,Un,224,Z
C,9,C9,3,3A,562,1.396,Un,225,Z
D,9,D9,3,3A,562,1.053,Un,226,Z
E,9,E9,3,3A,562,1.257,Un,227,Z
F,9,F9,3,3A,562,0.999,Un,228,Z
G,9,G9,3,3A,562,1.303,Un,229,Z
H,9,H9,3,3A,562,0.865,Un,230,Z
A,10,A10,3,3A,562,1.021,Un,231,Z
B,10,B10,3,3A,562,1.358,Un,232,Z
C,10,C10,3,3A,562,1.55,Un,233,Z
D,10,D10,3,3A,562,1.172,Un,234,Z
E,10,E10,3,3A,562,1.564,Un,235,Z
F,10,F10,3,3A,562,0.811,Un,236,Z
G,10,G10,3,3A,562,0.804,Un,237,Z
H,10,H10,3,3A,562,0.576,Un,238,Z
A,11,A11,3,3A,562,1.133,Un,239,Z
B,11,B11,3,3A,562,1.087,Un,240,Z
A,1,A1,3,3B,562,2.345,Standard,St_A,Z
B,1,B1,3,3B,562,1.756,Standard,St_B,Z
C,1,C1,3,3B,562,1.342,Standard,St_C,Z
D,1,D1,3,3B,562,1.045,Standard,St_D,Z
E,1,E1,3,3B,562,0.801,Standard,St_E,Z
F,1,F1,3,3B,562,0.455,Standard,St_F,Z
G,1,G1,3,3B,562,0.258,Standard,St_G,Z
H,1,H1,3,3B,562,0.128,Standard,St_H,Z
A,2,A2,3,3B,562,0.079,Standard,St_I,Z
B,2,B2,3,3B,562,1.092,Un,168,Z
C,2,C2,3,3B,562,1.076,Un,169,Z
D,2,D2,3,3B,562,1.081,Un,170,Z
E,2,E2,3,3B,562,0.913,Un,171,Z
F,2,F2,3,3B,562,1.069,Un,172,Z
G,2,G2,3,3B,562,0.821,Un,173,Z
H,2,H2,3,3B,562,0.921,Un,174,Z
A,3,A3,3,3B,562,0.878,Un,175,Z
B,3,B3,3,3B,562,1.21,Un,176,Z
C,3,C3,3,3B,562,1.406,Un,177,Z
D,3,D3,3,3B,562,0.998,Un,178,Z
E,3,E3,3,3B,562,0.855,Un,179,Z
F,3,F3,3,3B,562,1.123,Un,180,Z
G,3,G3,3,3B,562,0.958,Un,181,Z
H,3,H3,3,3B,562,1.078,Un,182,Z
A,4,A4,3,3B,562,1.132,Un,183,Z
B,4,B4,3,3B,562,1.004,Un,184,Z
C,4,C4,3,3B,562,1.168,Un,185,Z
D,4,D4,3,3B,562,0.918,Un,186,Z
E,4,E4,3,3B,562,0.84,Un,187,Z
F,4,F4,3,3B,562,1.132,Un,188,Z
G,4,G4,3,3B,562,1.272,Un,189,Z
H,4,H4,3,3B,562,0.877,Un,190,Z
A,5,A5,3,3B,562,0.784,Un,191,Z
B,5,B5,3,3B,562,0.915,Un,192,Z
C,5,C5,3,3B,562,0.815,Un,193,Z
D,5,D5,3,3B,562,0.759,Un,194,Z
E,5,E5,3,3B,562,0.945,Un,195,Z
F,5,F5,3,3B,562,0.974,Un,196,Z
G,5,G5,3,3B,562,1.048,Un,197,Z
H,5,H5,3,3B,562,0.597,Un,198,Z
A,6,A6,3,3B,562,0.79,Un,199,Z
B,6,B6,3,3B,562,1.181,Un,200,Z
C,6,C6,3,3B,562,1.555,Un,201,Z
D,6,D6,3,3B,562,1.126,Un,202,Z
E,6,E6,3,3B,562,1.37,Un,203,Z
F,6,F6,3,3B,562,1.829,Un,204,Z
G,6,G6,3,3B,562,1.367,Un,205,Z
H,6,H6,3,3B,562,0.978,Un,206,Z
A,7,A7,3,3B,562,1.267,Un,207,Z
B,7,B7,3,3B,562,1.108,Un,208,Z
C,7,C7,3,3B,562,0.91,Un,209,Z
D,7,D7,3,3B,562,1.171,Un,210,Z
E,7,E7,3,3B,562,0.784,Un,211,Z
F,7,F7,3,3B,562,1.123,Un,212,Z
G,7,G7,3,3B,562,1.238,Un,213,Z
H,7,H7,3,3B,562,0.956,Un,214,Z
A,8,A8,3,3B,562,0.684,Un,215,Z
B,8,B8,3,3B,562,1.065,Un,216,Z
C,8,C8,3,3B,562,1.132,Un,217,Z
D,8,D8,3,3B,562,0.924,Un,218,Z
E,8,E8,3,3B,562,1.08,Un,219,Z
F,8,F8,3,3B,562,0.927,Un,220,Z
G,8,G8,3,3B,562,0.957,Un,221,Z
H,8,H8,3,3B,562,0.916,Un,222,Z
A,9,A9,3,3B,562,1.124,Un,223,Z
B,9,B9,3,3B,562,1.291,Un,224,Z
C,9,C9,3,3B,562,1.094,Un,225,Z
D,9,D9,3,3B,562,0.793,Un,226,Z
E,9,E9,3,3B,562,1.131,Un,227,Z
F,9,F9,3,3B,562,0.843,Un,228,Z
G,9,G9,3,3B,562,1.263,Un,229,Z
H,9,H9,3,3B,562,1.021,Un,230,Z
A,10,A10,3,3B,562,0.864,Un,231,Z
B,10,B10,3,3B,562,1.417,Un,232,Z
C,10,C10,3,3B,562,1.613,Un,233,Z
D,10,D10,3,3B,562,1.41,Un,234,Z
E,10,E10,3,3B,562,1.722,Un,235,Z
F,10,F10,3,3B,562,1.089,Un,236,Z
G,10,G10,3,3B,562,1.146,Un,237,Z
H,10,H10,3,3B,562,0.66,Un,238,Z
A,11,A11,3,3B,562,0.943,Un,239,Z
B,11,B11,3,3B,562,1.07,Un,240,Z
A,1,A1,3,3C,562,2.503,Standard,St_A,Z
B,1,B1,3,3C,562,1.928,Standard,St_B,Z
C,1,C1,3,3C,562,1.334,Standard,St_C,Z
D,1,D1,3,3C,562,1.047,Standard,St_D,Z
E,1,E1,3,3C,562,0.791,Standard,St_E,Z
F,1,F1,3,3C,562,0.452,Standard,St_F,Z
G,1,G1,3,3C,562,0.252,Standard,St_G,Z
H,1,H1,3,3C,562,0.126,Standard,St_H,Z
A,2,A2,3,3C,562,0.074,Standard,St_I,Z
B,2,B2,3,3C,562,1.108,Un,168,Z
C,2,C2,3,3C,562,1.136,Un,169,Z
D,2,D2,3,3C,562,1.066,Un,170,Z
E,2,E2,3,3C,562,0.964,Un,171,Z
F,2,F2,3,3C,562,0.962,Un,172,Z
G,2,G2,3,3C,562,0.767,Un,173,Z
H,2,H2,3,3C,562,0.666,Un,174,Z
A,3,A3,3,3C,562,0.883,Un,175,Z
B,3,B3,3,3C,562,1.031,Un,176,Z
C,3,C3,3,3C,562,1.167,Un,177,Z
D,3,D3,3,3C,562,0.845,Un,178,Z
E,3,E3,3,3C,562,0.902,Un,179,Z
F,3,F3,3,3C,562,1.041,Un,180,Z
G,3,G3,3,3C,562,0.898,Un,181,Z
H,3,H3,3,3C,562,0.954,Un,182,Z
A,4,A4,3,3C,562,0.994,Un,183,Z
B,4,B4,3,3C,562,1.039,Un,184,Z
C,4,C4,3,3C,562,1.206,Un,185,Z
D,4,D4,3,3C,562,0.892,Un,186,Z
E,4,E4,3,3C,562,0.833,Un,187,Z
F,4,F4,3,3C,562,0.997,Un,188,Z
G,4,G4,3,3C,562,1.143,Un,189,Z
H,4,H4,3,3C,562,0.738,Un,190,Z
A,5,A5,3,3C,562,0.798,Un,191,Z
B,5,B5,3,3C,562,0.767,Un,192,Z
C,5,C5,3,3C,562,0.829,Un,193,Z
D,5,D5,3,3C,562,0.681,Un,194,Z
E,5,E5,3,3C,562,0.862,Un,195,Z
F,5,F5,3,3C,562,0.866,Un,196,Z
G,5,G5,3,3C,562,1.205,Un,197,Z
H,5,H5,3,3C,562,0.522,Un,198,Z
A,6,A6,3,3C,562,0.836,Un,199,Z
B,6,B6,3,3C,562,0.976,Un,200,Z
C,6,C6,3,3C,562,1.422,Un,201,Z
D,6,D6,3,3C,562,1.014,Un,202,Z
E,6,E6,3,3C,562,1.335,Un,203,Z
F,6,F6,3,3C,562,1.669,Un,204,Z
G,6,G6,3,3C,562,1.17,Un,205,Z
H,6,H6,3,3C,562,0.818,Un,206,Z
A,7,A7,3,3C,562,1.148,Un,207,Z
B,7,B7,3,3C,562,1.213,Un,208,Z
C,7,C7,3,3C,562,0.844,Un,209,Z
D,7,D7,3,3C,562,1.129,Un,210,Z
E,7,E7,3,3C,562,0.743,Un,211,Z
F,7,F7,3,3C,562,1.038,Un,212,Z
G,7,G7,3,3C,562,1.155,Un,213,Z
H,7,H7,3,3C,562,0.708,Un,214,Z
A,8,A8,3,3C,562,0.729,Un,215,Z
B,8,B8,3,3C,562,0.884,Un,216,Z
C,8,C8,3,3C,562,0.98,Un,217,Z
D,8,D8,3,3C,562,0.855,Un,218,Z
E,8,E8,3,3C,562,0.959,Un,219,Z
F,8,F8,3,3C,562,0.807,Un,220,Z
G,8,G8,3,3C,562,0.749,Un,221,Z
H,8,H8,3,3C,562,0.81,Un,222,Z
A,9,A9,3,3C,562,1.118,Un,223,Z
B,9,B9,3,3C,562,1.327,Un,224,Z
C,9,C9,3,3C,562,0.939,Un,225,Z
D,9,D9,3,3C,562,0.925,Un,226,Z
E,9,E9,3,3C,562,1.052,Un,227,Z
F,9,F9,3,3C,562,0.771,Un,228,Z
G,9,G9,3,3C,562,1.176,Un,229,Z
H,9,H9,3,3C,562,0.907,Un,230,Z
A,10,A10,3,3C,562,0.769,Un,231,Z
B,10,B10,3,3C,562,1.243,Un,232,Z
C,10,C10,3,3C,562,1.632,Un,233,Z
D,10,D10,3,3C,562,1.186,Un,234,Z
E,10,E10,3,3C,562,1.465,Un,235,Z
F,10,F10,3,3C,562,1.082,Un,236,Z
G,10,G10,3,3C,562,0.967,Un,237,Z
H,10,H10,3,3C,562,0.625,Un,238,Z
A,11,A11,3,3C,562,1.032,Un,239,Z
B,11,B11,3,3C,562,0.978,Un,240,Z
A,1,A1,1,1A,562,2.235,Standard,Std_A,C
B,1,B1,1,1A,562,1.813,Standard,Std_B,C
C,1,C1,1,1A,562,1.238,Standard,Std_C,C
D,1,D1,1,1A,562,1.042,Standard,Std_D,C
E,1,E1,1,1A,562,0.678,Standard,Std_E,C
F,1,F1,1,1A,562,0.431,Standard,Std_F,C
G,1,G1,1,1A,562,0.252,Standard,Std_G,C
H,1,H1,1,1A,562,0.123,Standard,Std_H,C
A,2,A2,1,1A,562,0.066,Standard,Std_I,C
B,2,B2,1,1A,562,0.841,Un,P1,C
C,2,C2,1,1A,562,0.633,Un,P2,C
D,2,D2,1,1A,562,1.014,Un,P3,C
E,2,E2,1,1A,562,1.269,Un,P4,C
F,2,F2,1,1A,562,0.638,Un,P5,C
G,2,G2,1,1A,562,0.884,Un,P6,C
H,2,H2,1,1A,562,1.188,Un,P7,C
A,3,A3,1,1A,562,0.724,Un,P8,C
B,3,B3,1,1A,562,1.679,Un,P9,C
C,3,C3,1,1A,562,1.304,Un,P10,C
D,3,D3,1,1A,562,0.688,Un,P11,C
E,3,E3,1,1A,562,1.342,Un,P12,C
F,3,F3,1,1A,562,1.56,Un,P13,C
G,3,G3,1,1A,562,1.418,Un,P14,C
H,3,H3,1,1A,562,1.406,Un,P15,C
A,4,A4,1,1A,562,1.574,Un,P16,C
B,4,B4,1,1A,562,1.054,Un,P17,C
C,4,C4,1,1A,562,1.174,Un,P18,C
D,4,D4,1,1A,562,0.583,Un,P19,C
E,4,E4,1,1A,562,1.075,Un,P20,C
F,4,F4,1,1A,562,1.086,Un,P21,C
G,4,G4,1,1A,562,1.323,Un,P22,C
H,4,H4,1,1A,562,1.791,Un,P23,C
A,5,A5,1,1A,562,1.575,Un,P24,C
B,5,B5,1,1A,562,1.589,Un,P25,C
C,5,C5,1,1A,562,0.582,Un,P26,C
D,5,D5,1,1A,562,0.882,Un,P27,C
E,5,E5,1,1A,562,0.474,Un,P28,C
F,5,F5,1,1A,562,0.529,Un,P29,C
G,5,G5,1,1A,562,0.957,Un,P30,C
H,5,H5,1,1A,562,1.071,Un,P31,C
A,6,A6,1,1A,562,1.213,Un,P32,C
B,6,B6,1,1A,562,1.025,Un,P33,C
C,6,C6,1,1A,562,1.51,Un,P34,C
D,6,D6,1,1A,562,1.349,Un,P35,C
E,6,E6,1,1A,562,0.958,Un,P36,C
F,6,F6,1,1A,562,1.202,Un,P37,C
G,6,G6,1,1A,562,1.525,Un,P38,C
H,6,H6,1,1A,562,1.565,Un,P39,C
A,7,A7,1,1A,562,1.676,Un,P40,C
B,7,B7,1,1A,562,1.323,Un,P41,C
C,7,C7,1,1A,562,1.271,Un,P42,C
D,7,D7,1,1A,562,1.66,Un,P43,C
E,7,E7,1,1A,562,0.805,Un,P44,C
F,7,F7,1,1A,562,1.068,Un,P45,C
G,7,G7,1,1A,562,0.639,Un,P46,C
H,7,H7,1,1A,562,1.053,Un,P47,C
A,8,A8,1,1A,562,1.274,Un,P48,C
B,8,B8,1,1A,562,0.743,Un,P49,C
C,8,C8,1,1A,562,0.517,Un,P50,C
D,8,D8,1,1A,562,1.121,Un,P51,C
E,8,E8,1,1A,562,1.108,Un,P52,C
F,8,F8,1,1A,562,1.223,Un,P53,C
G,8,G8,1,1A,562,1.522,Un,P54,C
A,9,A9,1,1A,562,0.891,Un,P1,C
B,9,B9,1,1A,562,0.695,Un,P2,C
C,9,C9,1,1A,562,1.071,Un,P3,C
D,9,D9,1,1A,562,1.314,Un,P4,C
E,9,E9,1,1A,562,0.664,Un,P5,C
