SiteName,Site,Month,Timepoint,Species,Genotype,Cluster_ID,nCorals,nPresent,Tissue_0,Tissue_1_25,Tissue_26_50,Tissue_51_75,Tissue_76_99,Tissue_100
Oil Slick,OL,1,Initial,Apal,AP12,OL_AP12_1,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP9,OL_AP9_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP11,OL_AP11_2,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP11,OL_AP11_1,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP10,OL_AP10_1,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP4,OL_AP4_2,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP12,OL_AP12_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP2,OL_AP2_1,5,5,1,1,0,0,0,3
Oil Slick,OL,1,Initial,Apal,AP17,OL_AP17_1,5,5,0,0,1,0,0,4
Oil Slick,OL,1,Initial,Apal,AP7,OL_AP7_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP10,OL_AP10_2,5,5,0,0,0,1,0,4
Oil Slick,OL,1,Initial,Apal,AP5,OL_AP5_1,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP6,OL_AP6_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP8,OL_AP8_1,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP4,OL_AP4_1,5,5,0,0,0,0,2,3
Oil Slick,OL,1,Initial,Apal,AP7,OL_AP7_1,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP13,OL_AP13_2,5,5,1,0,0,0,0,4
Oil Slick,OL,1,Initial,Apal,AP1,OL_AP1_1,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP14,OL_AP14_2,5,5,1,0,0,0,0,4
Oil Slick,OL,1,Initial,Apal,AP8,OL_AP8_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP2,OL_AP2_2,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP17,OL_AP17_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP5,OL_AP5_2,5,5,0,0,0,1,1,3
Oil Slick,OL,1,Initial,Apal,AP13,OL_AP13_1,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP14,OL_AP14_1,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP1,OL_AP1_2,5,5,0,0,0,0,0,5
Oil Slick,OL,1,Initial,Apal,AP6,OL_AP6_1,5,5,0,0,0,0,1,4
Oil Slick,OL,1,Initial,Apal,AP9,OL_AP9_1,5,5,0,0,0,0,0,5
Oil Slick,OL,7,Mid,Apal,AP12,OL_AP12_1,5,5,0,0,0,0,2,3
Oil Slick,OL,7,Mid,Apal,AP9,OL_AP9_2,5,5,0,0,0,0,0,5
Oil Slick,OL,7,Mid,Apal,AP11,OL_AP11_2,5,5,0,0,0,0,1,4
Oil Slick,OL,7,Mid,Apal,AP11,OL_AP11_1,5,4,0,0,0,0,2,2
Oil Slick,OL,7,Mid,Apal,AP10,OL_AP10_1,5,5,0,0,0,0,1,4
Oil Slick,OL,7,Mid,Apal,AP4,OL_AP4_2,5,5,0,0,0,0,3,2
Oil Slick,OL,7,Mid,Apal,AP12,OL_AP12_2,5,5,0,0,0,0,2,3
Oil Slick,OL,7,Mid,Apal,AP2,OL_AP2_1,5,3,0,0,0,0,0,3
Oil Slick,OL,7,Mid,Apal,AP17,OL_AP17_1,5,5,0,0,1,0,0,4
Oil Slick,OL,7,Mid,Apal,AP7,OL_AP7_2,5,5,0,0,0,0,0,5
Oil Slick,OL,7,Mid,Apal,AP10,OL_AP10_2,5,5,0,0,0,0,4,1
Oil Slick,OL,7,Mid,Apal,AP5,OL_AP5_1,5,5,0,0,0,0,1,4
Oil Slick,OL,7,Mid,Apal,AP6,OL_AP6_2,5,5,0,0,0,0,0,5
Oil Slick,OL,7,Mid,Apal,AP8,OL_AP8_1,5,5,1,1,1,0,1,1
Oil Slick,OL,7,Mid,Apal,AP4,OL_AP4_1,5,5,0,0,0,0,4,1
Oil Slick,OL,7,Mid,Apal,AP7,OL_AP7_1,5,5,0,0,0,0,0,5
Oil Slick,OL,7,Mid,Apal,AP13,OL_AP13_2,5,5,1,0,0,0,1,3
Oil Slick,OL,7,Mid,Apal,AP1,OL_AP1_1,5,5,0,0,1,0,1,3
Oil Slick,OL,7,Mid,Apal,AP14,OL_AP14_2,5,5,1,0,1,1,1,1
Oil Slick,OL,7,Mid,Apal,AP8,OL_AP8_2,5,5,0,0,0,0,1,4
Oil Slick,OL,7,Mid,Apal,AP2,OL_AP2_2,5,5,0,0,1,0,3,1
Oil Slick,OL,7,Mid,Apal,AP17,OL_AP17_2,5,5,0,0,0,0,1,4
Oil Slick,OL,7,Mid,Apal,AP5,OL_AP5_2,5,5,0,0,0,1,4,0
Oil Slick,OL,7,Mid,Apal,AP13,OL_AP13_1,5,5,0,0,0,0,4,1
Oil Slick,OL,7,Mid,Apal,AP14,OL_AP14_1,5,5,0,0,0,0,1,4
Oil Slick,OL,7,Mid,Apal,AP1,OL_AP1_2,5,5,1,0,0,0,1,3
Oil Slick,OL,7,Mid,Apal,AP6,OL_AP6_1,5,5,1,0,0,0,0,4
Oil Slick,OL,7,Mid,Apal,AP9,OL_AP9_1,5,5,0,0,0,0,1,4
Oil Slick,OL,13,Year,Apal,AP9,OL_AP9_2,5,5,0,0,0,0,2,3
Oil Slick,OL,13,Year,Apal,AP11,OL_AP11_2,5,5,0,1,0,0,3,1
Oil Slick,OL,13,Year,Apal,AP11,OL_AP11_1,5,4,0,0,0,1,3,0
Oil Slick,OL,13,Year,Apal,AP4,OL_AP4_2,5,4,2,2,0,0,0,0
Oil Slick,OL,13,Year,Apal,AP12,OL_AP12_2,5,5,0,0,0,0,4,1
Oil Slick,OL,13,Year,Apal,AP2,OL_AP2_1,5,3,0,0,0,0,2,1
Oil Slick,OL,13,Year,Apal,AP17,OL_AP17_1,5,5,0,0,1,0,2,2
Oil Slick,OL,13,Year,Apal,AP10,OL_AP10_2,5,5,0,0,0,0,0,5
Oil Slick,OL,13,Year,Apal,AP5,OL_AP5_1,5,5,0,0,0,0,2,3
Oil Slick,OL,13,Year,Apal,AP6,OL_AP6_2,5,5,0,0,0,0,1,4
Oil Slick,OL,13,Year,Apal,AP8,OL_AP8_1,5,4,3,1,0,0,0,0
Oil Slick,OL,13,Year,Apal,AP4,OL_AP4_1,5,5,0,0,2,0,3,0
Oil Slick,OL,13,Year,Apal,AP7,OL_AP7_1,5,5,0,0,1,0,0,4
Oil Slick,OL,13,Year,Apal,AP13,OL_AP13_2,5,5,1,0,0,0,3,1
Oil Slick,OL,13,Year,Apal,AP1,OL_AP1_1,5,5,0,2,1,1,0,1
Oil Slick,OL,13,Year,Apal,AP14,OL_AP14_2,5,5,0,2,0,0,2,1
Oil Slick,OL,13,Year,Apal,AP8,OL_AP8_2,5,5,0,0,0,0,3,2
Oil Slick,OL,13,Year,Apal,AP2,OL_AP2_2,5,5,2,0,0,1,2,0
Oil Slick,OL,13,Year,Apal,AP17,OL_AP17_2,5,5,0,0,0,0,2,3
Oil Slick,OL,13,Year,Apal,AP5,OL_AP5_2,5,5,0,0,0,0,3,2
Oil Slick,OL,13,Year,Apal,AP13,OL_AP13_1,5,5,0,0,1,1,3,0
Oil Slick,OL,13,Year,Apal,AP14,OL_AP14_1,5,5,0,0,0,0,2,3
Oil Slick,OL,13,Year,Apal,AP1,OL_AP1_2,5,4,0,0,0,1,1,2
Oil Slick,OL,13,Year,Apal,AP6,OL_AP6_1,5,4,1,0,0,0,1,3
Oil Slick,OL,13,Year,Apal,AP9,OL_AP9_1,5,5,0,0,0,1,2,2
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_3,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_4,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_5,5,5,0,0,1,0,0,4
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_6,5,5,0,0,0,0,1,4
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_7,5,5,0,0,0,0,2,3
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_8,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP10,SB2_AP10_9,5,5,0,0,0,1,0,4
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_1,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_2,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_3,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_4,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_5,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_6,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_7,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_8,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_9,5,5,0,0,0,0,0,5
South Bay II,SB2,1,Initial,Apal,AP11,SB2_AP11_10,5,5,0,0,0,0,0,5
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_2,5,5,0,0,1,0,0,4
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_3,5,4,0,1,0,2,1,0
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_4,5,5,1,0,0,0,0,4
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_5,5,5,0,0,0,0,0,5
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_6,5,5,0,0,0,0,2,3
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_7,5,5,0,0,0,0,0,5
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_8,5,4,0,0,0,0,3,1
South Bay II,SB2,18,Year,Apal,AP10,SB2_AP10_9,5,5,2,0,0,3,0,0
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_1,5,5,0,0,0,0,0,5
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_10,5,5,3,0,0,0,0,2
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_2,5,5,0,0,0,0,2,3
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_3,5,5,2,0,0,0,1,2
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_5,5,3,1,0,0,0,0,2
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_6,5,5,2,2,1,0,0,0
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_7,5,1,1,0,0,0,0,0
South Bay II,SB2,18,Year,Apal,AP11,SB2_AP11_8,5,4,0,0,0,0,0,4
Carls Hill,CH,6,Mid,Apal,AP1,CH_AP1_28,5,5,2,1,1,0,1,0
Carls Hill,CH,6,Mid,Apal,AP1,CH_AP1_24,5,5,0,0,0,0,1,4
Carls Hill,CH,6,Mid,Apal,AP1,CH_AP1_34,5,5,2,1,0,0,1,1
Carls Hill,CH,6,Mid,Apal,AP2,CH_AP2_8,5,5,4,1,0,0,0,0
Carls Hill,CH,6,Mid,Apal,AP4,CH_AP4_9,5,5,1,0,0,0,4,0
Carls Hill,CH,6,Mid,Apal,AP4,CH_AP4_10,5,5,0,0,0,0,2,3
Carls Hill,CH,6,Mid,Apal,AP4,CH_AP4_11,5,5,0,0,0,0,5,0
Carls Hill,CH,6,Mid,Apal,AP5,CH_AP5_7,5,5,0,0,0,1,2,2
Carls Hill,CH,6,Mid,Apal,AP5,CH_AP5_6,5,5,0,0,0,0,0,5
Carls Hill,CH,6,Mid,Apal,AP6,CH_AP6_29,5,4,0,0,0,0,0,4
Carls Hill,CH,6,Mid,Apal,AP6,CH_AP6_28,5,3,0,0,0,0,0,3
Carls Hill,CH,6,Mid,Apal,AP7,CH_AP7_31,5,5,0,0,0,0,0,5
Carls Hill,CH,6,Mid,Apal,AP7,CH_AP7_28,5,5,0,0,0,1,0,4
Carls Hill,CH,6,Mid,Apal,AP7,CH_AP7_29,5,5,0,0,0,0,1,4
Carls Hill,CH,6,Mid,Apal,AP7,CH_AP7_30,5,4,1,0,0,0,1,2
Carls Hill,CH,6,Mid,Apal,AP8,CH_AP8_50,5,3,2,1,0,0,0,0
Carls Hill,CH,6,Mid,Apal,AP8,CH_AP8_47,5,5,1,1,0,0,3,0
Carls Hill,CH,6,Mid,Apal,AP9,CH_AP9_52,5,5,0,0,0,0,3,2
Carls Hill,CH,6,Mid,Apal,AP9,CH_AP9_53,5,4,0,0,0,0,0,4
Carls Hill,CH,6,Mid,Apal,AP10,CH_AP10_33,5,5,0,0,0,0,3,2
Carls Hill,CH,6,Mid,Apal,AP10,CH_AP10_30,5,5,0,0,0,0,0,5
Carls Hill,CH,6,Mid,Apal,AP10,CH_AP10_31,5,5,0,1,0,0,3,1
Carls Hill,CH,6,Mid,Apal,AP11,CH_AP11_31,5,3,0,0,0,0,0,3
Carls Hill,CH,6,Mid,Apal,AP11,CH_AP11_29,5,1,0,0,0,0,1,0
Carls Hill,CH,6,Mid,Apal,AP11,CH_AP11_36,5,5,1,1,1,0,1,1
Carls Hill,CH,6,Mid,Apal,AP13,CH_AP13_3,5,5,1,0,0,0,2,2
Carls Hill,CH,6,Mid,Apal,AP13,CH_AP13_1,5,5,0,0,0,1,3,1
Carls Hill,CH,6,Mid,Apal,AP14,CH_AP14_4,5,5,4,1,0,0,0,0
Carls Hill,CH,6,Mid,Apal,AP14,CH_AP14_2,5,5,2,0,1,0,2,0
Carls Hill,CH,6,Mid,Apal,AP15,CH_AP15_2,5,3,1,0,0,0,2,0
Carls Hill,CH,6,Mid,Apal,AP15,CH_AP15_3,5,2,1,1,0,0,0,0
Carls Hill,CH,6,Mid,Apal,AP16,CH_AP16_9,5,4,0,2,0,0,1,1
Carls Hill,CH,6,Mid,Apal,AP16,CH_AP16_5,5,5,3,1,0,0,1,0
Carls Hill,CH,6,Mid,Apal,AP17,CH_AP17_6,5,5,0,2,0,0,2,1
Carls Hill,CH,6,Mid,Apal,AP17,CH_AP17_5,5,5,3,1,0,0,1,0
Carls Hill,CH,6,Mid,Apal,AP18,CH_AP18_4,5,4,0,0,2,0,2,0
Carls Hill,CH,6,Mid,Apal,AP18,CH_AP18_5,5,4,0,0,0,1,3,0
Carls Hill,CH,6,Mid,Apal,AP19,CH_AP19_4,5,5,0,0,0,5,0,0
Carls Hill,CH,6,Mid,Apal,AP19,CH_AP19_5,5,3,2,0,0,1,0,0
Carls Hill,CH,6,Mid,Apal,AP20,CH_AP20_8,5,5,2,2,1,0,0,0
Carls Hill,CH,6,Mid,Apal,AP20,CH_AP20_6,5,4,0,0,0,0,3,1
Carls Hill,CH,6,Mid,Apal,AP21,CH_AP21_4,5,5,0,0,1,0,2,2
Carls Hill,CH,6,Mid,Apal,AP21,CH_AP21_8,5,5,2,0,0,1,2,0
Carls Hill,CH,6,Mid,Apal,AP21,CH_AP21_6,5,5,1,2,0,0,1,1
Carls Hill,CH,6,Mid,Apal,AP22,CH_AP22_6,5,5,0,0,0,1,0,4
Carls Hill,CH,6,Mid,Apal,AP22,CH_AP22_2,5,5,5,0,0,0,0,0
Carls Hill,CH,6,Mid,Apal,AP23,CH_AP23_9,5,5,2,0,0,0,1,2
Carls Hill,CH,6,Mid,Apal,AP23,CH_AP23_8,5,5,0,1,0,0,2,2
Carls Hill,CH,6,Mid,Apal,AP26,CH_AP26_1,5,5,0,0,0,0,4,1
Carls Hill,CH,6,Mid,Apal,AP26,CH_AP26_2,5,4,0,0,0,0,1,3
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_26,5,4,1,2,0,0,1,0
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_28,5,5,2,0,0,1,1,1
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_29,5,5,1,0,0,0,2,2
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_30,5,5,2,0,0,0,0,3
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_31,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_33,5,5,1,0,0,1,0,3
Carls Hill,CH,3,Initial,Apal,AP1,CH_AP1_34,6,6,0,0,0,1,3,2
Carls Hill,CH,3,Initial,Apal,AP2,CH_AP2_8,5,5,0,0,0,0,4,1
Carls Hill,CH,3,Initial,Apal,AP4,CH_AP4_9,5,4,0,0,0,1,2,1
Carls Hill,CH,3,Initial,Apal,AP4,CH_AP4_10,5,5,0,0,0,0,3,2
Carls Hill,CH,3,Initial,Apal,AP4,CH_AP4_11,5,5,0,0,0,0,3,2
Carls Hill,CH,3,Initial,Apal,AP5,CH_AP5_5,5,5,0,0,0,2,1,2
Carls Hill,CH,3,Initial,Apal,AP5,CH_AP5_6,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP5,CH_AP5_7,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP5,CH_AP5_8,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP5,CH_AP5_9,5,5,1,0,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP5,CH_AP5_10,5,5,3,0,0,0,0,2
Carls Hill,CH,3,Initial,Apal,AP6,CH_AP6_27,5,5,3,0,0,0,2,0
Carls Hill,CH,3,Initial,Apal,AP6,CH_AP6_28,5,5,2,0,0,0,0,3
Carls Hill,CH,3,Initial,Apal,AP6,CH_AP6_29,5,4,0,0,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP7,CH_AP7_28,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP7,CH_AP7_31,5,6,0,1,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP7,CH_AP7_32,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_46,5,5,1,0,0,0,3,1
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_47,5,5,0,0,0,0,2,3
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_48,5,5,0,0,0,0,3,2
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_49,5,5,0,0,0,1,1,3
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_50,5,5,2,1,0,0,2,0
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_51,5,5,0,1,0,0,1,3
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_52,5,5,1,0,0,0,2,2
Carls Hill,CH,3,Initial,Apal,AP8,CH_AP8_53,5,5,0,1,0,0,1,3
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_43,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_44,5,4,0,0,0,0,2,2
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_45,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_46,5,5,0,0,0,1,4,0
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_47,5,5,2,1,0,0,1,1
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_49,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_51,5,4,0,0,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_52,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP9,CH_AP9_53,5,5,0,0,0,0,2,3
Carls Hill,CH,3,Initial,Apal,AP10,CH_AP10_30,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP10,CH_AP10_33,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP10,CH_AP10_34,5,5,0,0,0,0,2,3
Carls Hill,CH,3,Initial,Apal,AP10,CH_AP10_35,5,4,0,0,1,0,0,3
Carls Hill,CH,3,Initial,Apal,AP11,CH_AP11_27,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP11,CH_AP11_28,5,3,0,0,0,0,2,1
Carls Hill,CH,3,Initial,Apal,AP11,CH_AP11_32,5,5,5,0,0,0,0,0
Carls Hill,CH,3,Initial,Apal,AP11,CH_AP11_34,5,5,0,0,1,0,4,0
Carls Hill,CH,3,Initial,Apal,AP13,CH_AP13_1,5,5,0,0,0,0,3,2
Carls Hill,CH,3,Initial,Apal,AP13,CH_AP13_3,4,4,1,0,0,0,0,3
Carls Hill,CH,3,Initial,Apal,AP14,CH_AP14_2,5,5,2,0,0,0,0,3
Carls Hill,CH,3,Initial,Apal,AP14,CH_AP14_3,5,5,3,1,1,0,0,0
Carls Hill,CH,3,Initial,Apal,AP14,CH_AP14_4,5,5,4,1,0,0,0,0
Carls Hill,CH,3,Initial,Apal,AP15,CH_AP15_3,5,5,4,0,0,0,1,0
Carls Hill,CH,3,Initial,Apal,AP16,CH_AP16_5,5,5,1,0,0,0,3,1
Carls Hill,CH,3,Initial,Apal,AP16,CH_AP16_6,5,5,0,0,0,0,0,5
Carls Hill,CH,3,Initial,Apal,AP16,CH_AP16_7,5,5,1,0,0,3,1,0
Carls Hill,CH,3,Initial,Apal,AP16,CH_AP16_9,5,6,2,2,0,0,1,1
Carls Hill,CH,3,Initial,Apal,AP17,CH_AP17_4,5,5,2,0,1,1,1,0
Carls Hill,CH,3,Initial,Apal,AP17,CH_AP17_5,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP17,CH_AP17_6,5,5,0,0,0,1,3,1
Carls Hill,CH,3,Initial,Apal,AP17,CH_AP17_7,5,4,3,0,0,0,0,1
Carls Hill,CH,3,Initial,Apal,AP18,CH_AP18_2,5,4,0,2,0,0,2,0
Carls Hill,CH,3,Initial,Apal,AP18,CH_AP18_3,5,5,1,0,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP18,CH_AP18_5,5,5,1,0,1,0,2,1
Carls Hill,CH,3,Initial,Apal,AP19,CH_AP19_4,5,5,0,0,0,1,4,0
Carls Hill,CH,3,Initial,Apal,AP19,CH_AP19_5,5,3,0,1,0,0,1,1
Carls Hill,CH,3,Initial,Apal,AP20,CH_AP20_6,5,5,1,0,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP20,CH_AP20_7,5,5,4,0,0,0,1,0
Carls Hill,CH,3,Initial,Apal,AP20,CH_AP20_9,5,5,0,0,0,0,1,4
Carls Hill,CH,3,Initial,Apal,AP20,CH_AP20_10,5,3,0,0,0,0,1,2
Carls Hill,CH,3,Initial,Apal,AP21,CH_AP21_4,5,5,0,1,0,0,1,3
Carls Hill,CH,3,Initial,Apal,AP21,CH_AP21_5,5,4,2,0,0,0,0,2
Carls Hill,CH,3,Initial,Apal,AP21,CH_AP21_7,5,5,0,0,0,0,3,2
Carls Hill,CH,3,Initial,Apal,AP21,CH_AP21_8,5,5,1,0,1,0,3,0
Carls Hill,CH,3,Initial,Apal,AP21,CH_AP21_9,5,5,2,2,1,0,0,0
Carls Hill,CH,3,Initial,Apal,AP21,CH_AP21_10,5,5,2,0,0,0,3,0
Carls Hill,CH,3,Initial,Apal,AP22,CH_AP22_2,5,5,5,0,0,0,0,0
Carls Hill,CH,3,Initial,Apal,AP22,CH_AP22_4,5,5,1,2,0,1,0,1
Carls Hill,CH,3,Initial,Apal,AP22,CH_AP22_5,5,5,0,1,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP23,CH_AP23_6,5,5,3,1,0,0,1,0
Carls Hill,CH,3,Initial,Apal,AP23,CH_AP23_7,5,5,1,0,0,0,4,0
Carls Hill,CH,3,Initial,Apal,AP23,CH_AP23_8,5,5,0,1,0,0,0,4
Carls Hill,CH,3,Initial,Apal,AP23,CH_AP23_9,5,5,2,0,0,0,2,1
Carls Hill,CH,3,Initial,Apal,AP26,CH_AP26_1,5,5,0,0,0,0,1,4
Mi Dushi I,MD1,13,Year,Acer,AC1,MD_AC1_3,10,10,0,0,0,0,3,7
Mi Dushi I,MD1,13,Year,Acer,AC1,MD_AC1_7,11,11,0,0,0,1,4,6
Mi Dushi I,MD1,13,Year,Acer,AC1,MD_AC1_9,10,10,0,0,0,0,5,5
Mi Dushi I,MD1,13,Year,Acer,AC1,MD_AC1_10,10,10,0,1,2,0,2,5
Mi Dushi I,MD1,13,Year,Acer,AC1,MD_AC1_14,10,10,0,0,0,2,1,7
Mi Dushi I,MD1,13,Year,Acer,AC3,MD_AC3_2,10,10,3,4,2,0,0,1
Mi Dushi I,MD1,13,Year,Acer,AC3,MD_AC3_3,10,10,5,2,3,0,0,0
Mi Dushi I,MD1,13,Year,Acer,AC3,MD_AC3_5,10,10,3,2,1,0,1,3
Mi Dushi I,MD1,13,Year,Acer,AC3,MD_AC3_18,10,10,1,1,1,0,7,0
Mi Dushi I,MD1,13,Year,Acer,AC3,MD_AC3_22,10,10,0,1,0,0,2,7
Mi Dushi I,MD1,13,Year,Acer,AC4,MD_AC4_7,10,10,2,0,4,3,1,0
Mi Dushi I,MD1,13,Year,Acer,AC4,MD_AC4_14,10,10,0,0,0,1,2,7
Mi Dushi I,MD1,13,Year,Acer,AC4,MD_AC4_15,10,9,0,1,0,0,3,5
Mi Dushi I,MD1,13,Year,Acer,AC4,MD_AC4_21,10,10,0,0,0,1,1,8
Mi Dushi I,MD1,13,Year,Acer,AC4,MD_AC4_22,10,10,0,0,2,0,2,6
Mi Dushi I,MD1,13,Year,Acer,AC5,MD_AC5_8,25,25,1,2,5,6,7,4
Mi Dushi I,MD1,13,Year,Acer,AC5,MD_AC5_12,10,10,0,0,1,2,2,5
Mi Dushi I,MD1,13,Year,Acer,AC5,MD_AC5_13,10,10,0,0,1,1,1,7
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_1,10,10,0,2,0,0,2,6
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_2,10,10,0,2,0,0,4,4
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_7,10,10,3,2,0,3,2,0
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_12,10,10,2,4,1,0,3,0
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_14,10,10,2,0,0,2,4,2
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_21,10,10,2,0,2,0,1,5
Mi Dushi I,MD1,13,Year,Acer,AC6,MD_AC6_22,10,10,0,0,0,0,1,9
Mi Dushi I,MD1,13,Year,Acer,AC7,MD_AC7_6,10,10,0,0,0,0,1,9
Mi Dushi I,MD1,13,Year,Acer,AC7,MD_AC7_9,10,10,0,0,1,0,3,6
Mi Dushi I,MD1,13,Year,Acer,AC8,MD_AC8_1,10,10,0,0,0,0,1,9
Mi Dushi I,MD1,13,Year,Acer,AC8,MD_AC8_19,10,10,0,0,0,0,1,9
Mi Dushi I,MD1,13,Year,Acer,AC8,MD_AC8_22,10,10,0,0,0,0,0,10
Mi Dushi I,MD1,13,Year,Acer,AC8,MD_AC8_24,10,9,0,0,0,0,1,8
Mi Dushi I,MD1,13,Year,Acer,AC8,MD_AC8_26,10,10,0,0,0,0,2,8
Mi Dushi I,MD1,13,Year,Acer,AC9,MD_AC9_6,10,10,0,0,1,3,6,0
